=================================
point_num = 481
24.629999	46.730000	0.000000	
24.629293	46.732399	0.025000	
24.627880	46.737194	0.050000	
24.625759	46.744389	0.075000	
24.622934	46.753979	0.100000	
24.619402	46.765972	0.125000	
24.615162	46.780361	0.150000	
24.610216	46.797146	0.175000	
24.604565	46.816330	0.200000	
24.598206	46.837914	0.225000	
24.591141	46.861893	0.250000	
24.583368	46.888275	0.275000	
24.574890	46.917049	0.300000	
24.565706	46.948227	0.325000	
24.555815	46.981800	0.350000	
24.545218	47.017769	0.375000	
24.533913	47.056141	0.400000	
24.521902	47.096909	0.425000	
24.509186	47.140072	0.450000	
24.495762	47.185638	0.475000	
24.481630	47.233597	0.500000	
24.466795	47.283958	0.525000	
24.451250	47.336716	0.550000	
24.435001	47.391872	0.575000	
24.418045	47.449429	0.600000	
24.400381	47.509380	0.625000	
24.382013	47.571728	0.650000	
24.362936	47.636478	0.675000	
24.343155	47.703625	0.700000	
24.322666	47.773170	0.725000	
24.301470	47.845112	0.750000	
24.279568	47.919453	0.775000	
24.256960	47.996193	0.800000	
24.233644	48.075329	0.825000	
24.209623	48.156864	0.850000	
24.184895	48.240795	0.875000	
24.159460	48.327126	0.900000	
24.133320	48.415855	0.925000	
24.106472	48.506985	0.950000	
24.078918	48.600510	0.975000	
24.050657	48.696434	1.000000	
24.021690	48.794754	1.025000	
23.992016	48.895473	1.050000	
23.961636	48.998592	1.075000	
23.930550	49.104107	1.100000	
23.898756	49.212021	1.125000	
23.866257	49.322334	1.149999	
23.833052	49.435043	1.174999	
23.799139	49.550152	1.199999	
23.764519	49.667660	1.224999	
23.729193	49.787563	1.249999	
23.693161	49.909866	1.274999	
23.656422	50.034569	1.299999	
23.618977	50.161667	1.324999	
23.580826	50.291164	1.349999	
23.541967	50.423058	1.374999	
23.502401	50.557350	1.399999	
23.462132	50.694042	1.424999	
23.421152	50.833130	1.449999	
23.379469	50.974617	1.474999	
23.337078	51.118504	1.499999	
23.293980	51.264786	1.524999	
23.250175	51.413467	1.549999	
23.205666	51.564548	1.574999	
23.160450	51.718025	1.599999	
23.114525	51.873901	1.624999	
23.067896	52.032177	1.649999	
23.020559	52.192848	1.674999	
22.972517	52.355919	1.699999	
22.923767	52.521385	1.724999	
